Spotify ID,Artist IDs,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Added By,Added At,Genres,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
1F1XjwRzMh8KT2BvH6ISkG,"1XkoF8ryArs86LZvFOkbyr,1J2VVASYAamtQ3Bt8wGgA6","Rainy Dayz","No More Drama (Version 2)","Mary J. Blige,Ja Rule",2001-08-28,276360,50,spotify:user:itsbig_al,2020-11-09T01:32:05Z,"dance pop,hip pop,neo soul,r&b,urban contemporary,east coast hip hop,gangster rap,hip hop,pop rap,queens hip hop,rap",0.476,0.663,6,-6.905,1,0.19,0.182,0,0.321,0.524,74.884,4
2RqZFOLOnzVmHUX7ZMcaES,"1vfezMIyCr4XUdYRaKIKi3,2wIVse2owClT7go1WT98tk,5tth2a3v0sWwV1C7bApBdX","Let It Go","Just Like You","Keyshia Cole,Missy Elliott,Lil' Kim",2007-01-01,238333,65,spotify:user:itsbig_al,2020-11-09T01:32:08Z,"hip pop,r&b,urban contemporary,dance pop,hip hop,neo soul,pop rap,rap,virginia hip hop,east coast hip hop,southern hip hop,trap queen",0.806,0.721,1,-5.167,1,0.215,0.197,0,0.209,0.781,94.966,4
4TOTupO2zMhzYzzJhk0yU0,"3DiDSECUqqY1AuBP8qtaIa,3ipn9JLAPI5GUEo4y4jcoi","Like You'll Never See Me Again (feat. Ludacris) - Remix","Like You'll Never See Me Again (feat. Ludacris) [Remix]","Alicia Keys,Ludacris",2007-11-26,237800,29,spotify:user:itsbig_al,2020-11-09T01:34:45Z,"neo soul,pop,r&b,atl hip hop,dance pop,dirty south rap,hip hop,old school atlanta hip hop,pop rap,rap,southern hip hop,trap",0.628,0.702,0,-6.413,1,0.0479,0.277,0,0.199,0.49,127.937,4
0Uc706myy6Th7I6KQ9xA1x,"0Uo6kyjrbQoZBlcXsMb8Vm,2NdeV5rLm47xAvogXrYhJX","So What","Light Poles And Pine Trees","Field Mob,Ciara",2006-01-01,216000,58,spotify:user:itsbig_al,2020-11-09T01:34:50Z,"atl hip hop,dirty south rap,old school atlanta hip hop,dance pop,hip pop,pop,r&b,urban contemporary",0.931,0.486,6,-10.558,1,0.139,0.0579,0,0.161,0.896,120.026,4
5tFDgH6do20IXdSoNBAmXK,"1vfezMIyCr4XUdYRaKIKi3","I Should Have Cheated","The Way It Is","Keyshia Cole",2005-01-01,327693,61,spotify:user:itsbig_al,2020-11-09T01:34:54Z,"hip pop,r&b,urban contemporary",0.562,0.533,2,-4.266,0,0.0362,0.267,0,0.332,0.388,86.599,3
7HTI8XgkwHpq2Imw6kU6RE,"0YWxKQj2Go9CGHCp77UOyy,15qg3Tr23aMVGAruYtlMdg,5wBDD4FNJvob5fAGkAIQ92","Can't Let You Go (feat. Mike Shorey & Lil' Mo)","Street Dreams","Fabolous,Mike Shorey,Lil' Mo",2003-01-14,222506,39,spotify:user:itsbig_al,2020-11-09T01:34:56Z,"gangster rap,hip hop,pop rap,rap,trap,urban contemporary,contemporary r&b,hip pop,r&b",0.534,0.693,9,-6.049,1,0.49,0.202,0,0.0884,0.753,192.155,4
0JXXNGljqupsJaZsgSbMZV,"360IAlyVv4PCEVjgyMZrxK","Sure Thing","All I Want Is You","Miguel",2010-11-26,195373,86,spotify:user:itsbig_al,2020-11-09T01:34:58Z,"r&b,urban contemporary",0.684,0.607,11,-8.127,0,0.1,0.0267,0.000307,0.191,0.498,81.001,4
7xsebEw02YNCnq9692b0Yd,"4HgF4KnohByNElYid7iCNb","If I Had My Way","Special Occasion","Bobby V.",2007-01-01,202466,32,spotify:user:itsbig_al,2020-11-09T01:35:00Z,"contemporary r&b,dirty south rap,hip pop,r&b,southern hip hop,urban contemporary",0.666,0.552,10,-5.793,0,0.065,0.332,0,0.228,0.481,97.963,4
4UC4H4vX3bJtcgtKR0ZCFJ,"3sMYEBy0CZFxedcnm9i9hf,12PSlydMSjEHzSCj9X5qv7","Obsesion (No Es Amor) (feat. Baby Bash)","The One","Frankie J,Baby Bash",2003,225626,56,spotify:user:itsbig_al,2020-11-09T01:35:05Z,"hip pop,pop rap,southern hip hop,urban contemporary,chicano rap,latin hip hop,texas latin rap",0.649,0.503,8,-8.321,1,0.047,0.0939,0,0.303,0.538,75.037,4
6BIcjFZIVDZxNAcofRFPx4,"6nzxy2wXs6tLgzEtqOkEi2","So Gone","After The Storm","Monica",2003,242773,63,spotify:user:itsbig_al,2020-11-09T01:35:06Z,"contemporary r&b,hip pop,r&b,urban contemporary",0.618,0.552,8,-6.863,1,0.0981,0.176,0,0.252,0.586,81.975,4
0IvTGWbNnCiUi9IOF7ye3F,"4p07QU02SrLsaORo25h2Lg,1pJhCUTEZhR4nYeemYlkVz","I Like It","From The Bottom To The Top","Sammie,JT Money",2000-01-01,251040,46,spotify:user:itsbig_al,2020-11-09T01:35:07Z,"contemporary r&b,hip pop,r&b,urban contemporary,dirty south rap,miami hip hop",0.826,0.656,9,-8.529,1,0.0617,0.0101,0.000113,0.0272,0.852,129.963,4
7DSfv2r0Km90N97qlRTxou,"5DqmNLPM1kAbSBQk2FMm6b","Angel","Where You At?","Amanda Perez",2002-01-01,217626,51,spotify:user:itsbig_al,2020-11-09T01:35:11Z,"hip pop,r&b,southern hip hop,urban contemporary",0.631,0.496,9,-8.279,0,0.0598,0.428,0.00000101,0.107,0.365,143.735,4
2ziWKjBAO8cDyOV5W05Z79,"21E3waRsmPlU7jZsS13rcj,2iojnBLj0qIMiKPvVhLnsH,3aQeKQSyrW4qWr35idm0cy","The Way You Move","The Way You Move","Ne-Yo,Trey Songz,T-Pain",2011-01-01,308346,33,spotify:user:itsbig_al,2020-11-09T01:35:14Z,"dance pop,pop,r&b,urban contemporary,southern hip hop,trap,gangster rap,hip hop,pop rap,rap",0.708,0.468,11,-9.213,0,0.0548,0.726,0,0.319,0.664,134.043,4
3PJivN5BZ2ckFa22igIu4a,"05RZIdfz59ZW2FvFuwnmNK","Crazy","X","K-Ci & JoJo",2000-01-01,260266,57,spotify:user:itsbig_al,2020-11-09T01:35:26Z,"contemporary r&b,r&b,urban contemporary",0.677,0.648,0,-4.4,1,0.0259,0.0987,0,0.554,0.448,116.128,4
43PXNweF6u0LS9N6czAY0M,"1goOx6gnQdUllLfSMsL4Rt,1vus7FPSN3bKTHtIsTjUXh","All Because of You","Naked","Marques Houston,Young Rome",2005-05-05,212013,0,spotify:user:itsbig_al,2020-11-09T01:35:32Z,"contemporary r&b,hip pop,r&b,urban contemporary",0.448,0.875,1,-6.383,0,0.108,0.00876,0,0.653,0.683,169.898,4
5RC9YDHON0nXKmcQrL6WV6,"1W3FSF1BLpY3hlVIgvenLz,0YWxKQj2Go9CGHCp77UOyy","Shawty Is Da Shit","Love/Hate","The-Dream,Fabolous",2007-01-01,262773,60,spotify:user:itsbig_al,2020-11-09T01:35:35Z,"dirty south rap,hip pop,r&b,southern hip hop,trap,urban contemporary,gangster rap,hip hop,pop rap,rap",0.785,0.479,7,-4.956,0,0.044,0.083,0,0.0937,0.364,75.889,4
0EQuu6hyNACWI7LT7N5pRv,"6nzxy2wXs6tLgzEtqOkEi2","U Should've Known Better","After The Storm","Monica",2003,257786,49,spotify:user:itsbig_al,2020-11-09T01:35:47Z,"contemporary r&b,hip pop,r&b,urban contemporary",0.753,0.516,6,-5.164,1,0.0308,0.191,0,0.275,0.826,122.019,4
1ILtQzEsKALgFVVlbeqCGS,"6XwcepfAsPhrvwziGxhwju","Grind With Me","Bluestars","Pretty Ricky",2005-05-17,239386,46,spotify:user:itsbig_al,2020-11-09T01:35:55Z,"dirty south rap,hip pop,miami hip hop,r&b,southern hip hop,trap,urban contemporary",0.667,0.523,1,-5.817,1,0.0311,0.000516,0,0.0978,0.181,136.547,4
3QfsB9tPwAjMb5b9P7r3Z5,"7xAcVHPiirnUqfdqo0USb1","Truth Is","Free Yourself","Fantasia",2004-11-22,236746,52,spotify:user:itsbig_al,2020-11-09T01:36:01Z,"contemporary r&b,hip pop,r&b,urban contemporary",0.707,0.451,11,-10.38,1,0.0761,0.309,0,0.0524,0.616,73.209,4
3CbnA6S33amyRNmgmfi33H,"1XkoF8ryArs86LZvFOkbyr","Everything","Share My World","Mary J. Blige",1997-01-01,299026,57,spotify:user:itsbig_al,2020-11-09T01:36:18Z,"dance pop,hip pop,neo soul,r&b,urban contemporary",0.586,0.572,5,-7.523,0,0.0398,0.137,0,0.57,0.563,81.893,4
1rAjqlDA4gQMKxyP1z99q8,"3sMYEBy0CZFxedcnm9i9hf","More Than Words","More Than Words (English Version)","Frankie J",2005-09-13,242200,34,spotify:user:itsbig_al,2020-11-09T01:36:50Z,"hip pop,pop rap,southern hip hop,urban contemporary",0.739,0.408,7,-8.44,1,0.0293,0.372,0,0.357,0.459,100.021,4
6kLZ1DzSxBkNVvdQm6CX0N,"4HgF4KnohByNElYid7iCNb","Tell Me","Disturbing Tha Peace Presents Bobby Valentino","Bobby V.",2005-01-01,260066,56,spotify:user:itsbig_al,2020-11-09T01:36:53Z,"contemporary r&b,dirty south rap,hip pop,r&b,southern hip hop,urban contemporary",0.652,0.798,4,-5.303,0,0.0512,0.44,0.00233,0.298,0.531,95.038,4
1NkspcpOiynq9JZoi5MXQv,"1Xfmvd48oOhEWkscWyEbh9,5rkVyNGXEgeUqKkB5ccK83,19KwjzvIL92r29IINtlPNP","Southside Remix","Southside","Lloyd,Ashanti,Scarface",2004-01-01,318466,33,spotify:user:itsbig_al,2020-11-09T01:37:03Z,"hip pop,r&b,southern hip hop,trap,urban contemporary,dance pop,conscious hip hop,dirty south rap,gangster rap,hardcore hip hop",0.674,0.435,9,-9.854,0,0.235,0.41,0,0.0777,0.661,75.086,4
2a03afRiyAbNAleOByVju4,"1Xfmvd48oOhEWkscWyEbh9","Get It Shawty","Street Love","Lloyd",2007-01-01,209533,65,spotify:user:itsbig_al,2020-11-09T01:37:05Z,"hip pop,r&b,southern hip hop,trap,urban contemporary",0.822,0.906,5,-4.031,0,0.24,0.123,0,0.0496,0.656,128.014,4
5PCJldueshnwqQVjS16543,"23zg3TcAtWQy7J6upgbUnj","U Don't Have to Call","8701","USHER",2001-08-07,269400,64,spotify:user:itsbig_al,2020-11-09T01:37:07Z,"atl hip hop,contemporary r&b,dance pop,pop,r&b,rap,south carolina hip hop,urban contemporary",0.793,0.568,1,-4.958,1,0.0459,0.0478,0.0000357,0.0304,0.806,100.005,4
6CbcdeTQKj0qTaZTt0xkdk,"5rkVyNGXEgeUqKkB5ccK83","Happy","Ashanti","Ashanti",2002-01-01,262226,62,spotify:user:itsbig_al,2020-11-09T01:37:10Z,"dance pop,hip pop,r&b,urban contemporary",0.727,0.515,2,-6.553,0,0.0289,0.241,0.00000374,0.124,0.695,89.488,4
2wmBKUx62Px6my6U1mYw18,"33nrND6ODgesoa1Qmr5DbD,23LbwefIODbyGdRbAz3urj","So Fly (feat. Yung Joc)","Love's Crazy","Slim,Yung Joc",2008-11-18,212453,40,spotify:user:itsbig_al,2020-11-09T01:37:40Z,"atl hip hop,crunk,dirty south rap,southern hip hop,trap",0.784,0.559,2,-4.862,1,0.0846,0.0021,0,0.412,0.698,90.994,4
2iclfHORMqpR3TxuhwVRhD,"1J2VVASYAamtQ3Bt8wGgA6,5rkVyNGXEgeUqKkB5ccK83","Mesmerize","The Last Temptation","Ja Rule,Ashanti",2002-01-01,278720,65,spotify:user:itsbig_al,2020-11-09T01:37:49Z,"dance pop,east coast hip hop,gangster rap,hip hop,hip pop,pop rap,queens hip hop,rap,urban contemporary,r&b",0.764,0.648,1,-6.639,1,0.206,0.0562,0,0.414,0.39,90.1,4
4VKnkoNNM6yTb4cXXX3wqD,"4iHNK0tOyZPYnBU7nGAgpQ","Shake It Off","The Emancipation of Mimi","Mariah Carey",2005-04-12,232840,61,spotify:user:itsbig_al,2020-11-09T01:37:52Z,"dance pop,pop,urban contemporary",0.777,0.492,2,-6.516,1,0.126,0.181,0,0.108,0.82,134.089,4
25YwwruYRtxe6RQdKtrZFS,"3vDUJHQtqT3jFRZ2ECXDTi","Karma","The Hunger For More","Lloyd Banks",2004-01-01,278533,55,spotify:user:itsbig_al,2020-11-09T01:37:55Z,"detroit hip hop,gangster rap,hardcore hip hop,hip hop,pop rap,queens hip hop,rap,trap",0.605,0.829,10,-2.377,0,0.444,0.0392,0,0.196,0.708,176.103,4
25CA8QVJQrh5R05UUCaODM,"2iojnBLj0qIMiKPvVhLnsH","Heart Attack","Chapter V (Deluxe)","Trey Songz",2012-08-17,233146,56,spotify:user:itsbig_al,2020-11-09T01:37:57Z,"dance pop,r&b,southern hip hop,trap,urban contemporary",0.608,0.863,11,-4.87,1,0.131,0.0593,0,0.228,0.476,150.029,4
7k6IzwMGpxnRghE7YosnXT,"27FGXRNruFoOdf1vP8dqcH","Me & U","Cassie (U.S. Version)","Cassie",2006-08-07,192213,76,spotify:user:itsbig_al,2020-11-09T01:38:11Z,"dance pop,hip pop,pop rap,r&b,urban contemporary",0.803,0.454,8,-4.802,0,0.0294,0.352,0,0.0655,0.739,99.99,4
1G32fy7VMCDLl92iGXvBEm,"4qwGe91Bz9K2T8jXTZ815W,2gBjLmx6zQnFGQJCAQpRgw","Call On Me","20 Y.O.","Janet Jackson,Nelly",2006-01-01,204266,57,spotify:user:itsbig_al,2020-11-09T01:38:21Z,"dance pop,r&b,urban contemporary,gangster rap,hip hop,pop rap,rap,st louis rap",0.714,0.67,8,-6.053,0,0.0445,0.341,0.00000189,0.0772,0.771,82.008,4
0VI3YNoksmAn0LMnTVhBkq,"63wjoROpeh5f11Qm93UiJ1","Energy","In A Perfect World...","Keri Hilson",2009-01-01,209840,46,spotify:user:itsbig_al,2020-11-09T01:38:27Z,"dance pop,hip pop,r&b,urban contemporary",0.427,0.767,6,-5.783,1,0.143,0.0788,0,0.095,0.651,76.711,4
4xwRtK6tfMp4yZwcDvY0gT,"1J2VVASYAamtQ3Bt8wGgA6,4eAOcbAXIF4BmbN6E1QIlw","Between Me & You","Rule 3:36","Ja Rule,Christina Milian",2000-01-01,250173,56,spotify:user:itsbig_al,2020-11-09T01:38:37Z,"dance pop,east coast hip hop,gangster rap,hip hop,hip pop,pop rap,queens hip hop,rap,urban contemporary,r&b",0.818,0.883,0,-4.547,1,0.0695,0.0201,0.000752,0.243,0.405,93.672,4
1yTfczdv9qGCfJpZF3y4yQ,"1vfezMIyCr4XUdYRaKIKi3,642UEJuKWqIch9pOmTWquR","Shoulda Let You Go","Just Like You","Keyshia Cole,Amina",2007-01-01,220866,53,spotify:user:itsbig_al,2020-11-09T01:38:40Z,"hip pop,r&b,urban contemporary,shaabi",0.725,0.595,2,-5.243,1,0.05,0.0932,0,0.22,0.248,91.795,4
5y4TDQdYzlT4eoQIPOgNDz,"6XwcepfAsPhrvwziGxhwju","Your Body","Bluestars","Pretty Ricky",2005-05-17,240040,60,spotify:user:itsbig_al,2020-11-09T01:38:56Z,"dirty south rap,hip pop,miami hip hop,r&b,southern hip hop,trap,urban contemporary",0.838,0.594,4,-5.695,0,0.113,0.176,0,0.0867,0.507,90.038,4
7hijz8il3sNScfNUOKeomX,"20s0P9QLxGqKuCsGwFsp7w,3WilJWdCNLSU7fpYjiKb7v","How Do I Breathe (feat. Cassidy)","How Do I Breathe (feat. Cassidy)","Mario,Cassidy",2007,256386,30,spotify:user:itsbig_al,2020-11-09T01:39:10Z,"dance pop,r&b,southern hip hop,urban contemporary,battle rap,hardcore hip hop,hip pop,philly rap,trap",0.635,0.479,5,-8.271,1,0.0525,0.317,0,0.0935,0.582,97.843,4
2cvrqWPrVUampcQP46MMdV,"3jksrX4oBklxR78ft8gv3j,5rkVyNGXEgeUqKkB5ccK83","Want It, Need It (feat. Ashanti)","Da REAList","Plies,Ashanti",2008-12-12,229946,39,spotify:user:itsbig_al,2020-11-09T01:39:14Z,"dirty south rap,miami hip hop,southern hip hop,trap,dance pop,hip pop,r&b,urban contemporary",0.654,0.72,0,-6.566,1,0.105,0.0517,0,0.362,0.286,84.988,4
598UYsme1D5MkXHDXf4j6h,"27FGXRNruFoOdf1vP8dqcH,55Aa2cqylxrFIXC767Z865","Official Girl (feat. Lil' Wayne)","Official Girl (feat. Lil' Wayne)","Cassie,Lil Wayne",2008-08-05,257502,45,spotify:user:itsbig_al,2020-11-09T01:39:29Z,"dance pop,hip pop,pop rap,r&b,urban contemporary,hip hop,new orleans rap,rap,trap",0.691,0.875,6,-4.837,0,0.124,0.0428,0,0.144,0.534,111.345,4
5jfdZRtygUxV50rsbIF5zj,"07VmOvmuBp9G0gb8BTrpn0,55Aa2cqylxrFIXC767Z865,3aQeKQSyrW4qWr35idm0cy,6vbY3hOaCAhC7VjucswgdS","Cuddy Buddy (feat. Lil Wayne, T-Pain & Twista)","The Voice","Mike Jones,Lil Wayne,T-Pain,Twista",2009-04-24,278026,44,spotify:user:itsbig_al,2020-11-09T01:39:36Z,"dirty south rap,hip hop,new orleans rap,pop rap,rap,trap,dance pop,gangster rap,r&b,southern hip hop,urban contemporary,chicago rap",0.463,0.79,6,-4.341,0,0.336,0.191,0,0.18,0.69,140.063,4
5KyznPsIMzQpzPcNnb67rd,"0ZrpamOxcZybMHGg1AYtHP,7hJcb9fa4alzcOq3EaNPoG","It's In The Mornin","Sex Therapy: The Experience","Robin Thicke,Snoop Dogg",2009-01-01,181426,34,spotify:user:itsbig_al,2020-11-09T01:39:41Z,"dance pop,neo soul,pop rap,r&b,urban contemporary,g funk,gangster rap,hip hop,rap,west coast rap",0.604,0.631,2,-8.006,1,0.312,0.417,0,0.118,0.53,79.094,4
1P5vjPu3EPoPwDSikHOiiq,"1J2VVASYAamtQ3Bt8wGgA6,2DlGxzQSjYe5N6G9nkYghR","I'm Real - Murder Remix","Pain Is Love","Ja Rule,Jennifer Lopez",2001-01-01,252933,0,spotify:user:itsbig_al,2020-11-09T01:39:45Z,"dance pop,east coast hip hop,gangster rap,hip hop,hip pop,pop rap,queens hip hop,rap,urban contemporary,pop",0.706,0.624,11,-5.978,0,0.13,0.412,0,0.139,0.563,83.506,4
7xVwhsuZTUWhIyFeDH6rYr,"07VmOvmuBp9G0gb8BTrpn0","Next to You","The Voice","Mike Jones",2009-04-24,221933,60,spotify:user:itsbig_al,2020-11-09T01:40:00Z,"dirty south rap",0.65,0.753,2,-4.745,0,0.0632,0.324,0,0.307,0.616,82.478,4
5xnZ1vqo2LAOge8DWtvBVk,"4HgF4KnohByNElYid7iCNb,23LbwefIODbyGdRbAz3urj","Beep","The Rebirth","Bobby V.,Yung Joc",2009-01-01,250973,38,spotify:user:itsbig_al,2020-11-09T01:40:13Z,"contemporary r&b,dirty south rap,hip pop,r&b,southern hip hop,urban contemporary,atl hip hop,crunk,trap",0.696,0.573,0,-8.531,1,0.0919,0.104,0,0.135,0.368,79.013,4
3MldzywZOH4Uci6bq9noyJ,"7fObcBw9VM3x7ntWKCYl0z,0z4gvV4rjIZ9wHck67ucSV","What You Got","Colby O","Colby O'Donis,Akon",2008-01-01,243013,59,spotify:user:itsbig_al,2020-11-09T01:40:19Z,"dance pop",0.775,0.641,1,-6.718,1,0.038,0.0327,0,0.18,0.305,119.974,4
66PlVvBwKgTseZ1vCU3e46,"5pnbUBPifNnlusY8kTBivi,4iHNK0tOyZPYnBU7nGAgpQ","U Make Me Wanna","Kiss Of Death","Jadakiss,Mariah Carey",2004-01-01,293800,49,spotify:user:itsbig_al,2020-11-09T01:40:27Z,"battle rap,east coast hip hop,trap,dance pop,pop,urban contemporary",0.686,0.818,5,-5.111,0,0.241,0.0374,0,0.329,0.633,83.182,4
56du2aCIzpCG7sI5geIvCC,"3jksrX4oBklxR78ft8gv3j,21E3waRsmPlU7jZsS13rcj","Bust It Baby, Pt. 2","Total Club Hits Vol. 2","Plies,Ne-Yo",2009-01-01,214293,0,spotify:user:itsbig_al,2020-11-09T01:40:31Z,"dirty south rap,miami hip hop,southern hip hop,trap,dance pop,pop,r&b,urban contemporary",0.643,0.907,5,-6.167,0,0.372,0.111,0,0.437,0.777,80.917,4
6oUGAx0vkBcnGzYkvw0ZsA,"7352aRY2mqSxBZwzUb6LmA,7bXgB6jMjp9ATFy66eO08Z,0DRTDBGl9fBAzVdF1IFA75","Shortie Like Mine (feat. Chris Brown & Johntá Austin)","The Price Of Fame","Bow Wow,Chris Brown,Johnta Austin",2006-12-18,268066,62,spotify:user:itsbig_al,2020-11-09T01:45:14Z,"dance pop,dirty south rap,hip pop,pop rap,r&b,rap,southern hip hop,trap,urban contemporary",0.758,0.642,7,-8.128,0,0.221,0.0745,0,0.191,0.701,142.078,4
6ubNZ5edKBKH3MQKatUY3S,"5wBDD4FNJvob5fAGkAIQ92,0YWxKQj2Go9CGHCp77UOyy","4Ever (feat. Fabolous)","4 Ever (feat. Fabolous)","Lil' Mo,Fabolous",2003-02-11,222946,52,spotify:user:itsbig_al,2020-11-09T01:45:27Z,"contemporary r&b,hip pop,r&b,urban contemporary,gangster rap,hip hop,pop rap,rap,trap",0.683,0.657,6,-10.668,1,0.099,0.0279,0.0000449,0.367,0.764,99.059,4
5zn1hpm9N0ylKB7kOtpCw2,"2lFHVcUeJ9Gq6AZiU3ZAOa","No More (Baby I'ma Do Right)","3LW","3LW",2000-11-06,263440,54,spotify:user:itsbig_al,2020-11-09T01:45:29Z,"contemporary r&b,girl group,hip pop,r&b,urban contemporary",0.721,0.723,2,-7.08,0,0.0631,0.102,0.0000044,0.0651,0.761,88.933,4
0m0FYyIbSDiASOlQ64GDO5,"4M6Z1wubeKtwPqbjJygTOc","T-Shirt","Shontelligence","Shontelle",2008-01-01,234760,63,spotify:user:itsbig_al,2020-11-09T01:45:52Z,"barbadian pop,dance pop,post-teen pop,talent show",0.679,0.657,6,-6.222,1,0.0424,0.0219,0,0.295,0.362,86.986,4
58FUwmyGUqkt53YPUcm7cJ,"63wjoROpeh5f11Qm93UiJ1,5K4W6rqBFWDnAN6FQUkS6x,21E3waRsmPlU7jZsS13rcj","Knock You Down","In A Perfect World...","Keri Hilson,Kanye West,Ne-Yo",2009-01-01,326186,66,spotify:user:itsbig_al,2020-11-09T01:45:59Z,"dance pop,hip pop,r&b,urban contemporary,chicago rap,hip hop,rap,pop",0.588,0.877,8,-4.78,1,0.16,0.00952,0,0.171,0.645,155.165,4
1YZBMqN8kHaaRPXpQTC3kb,"5rkVyNGXEgeUqKkB5ccK83","Rain On Me","Chapter II","Ashanti",2003-01-01,297960,53,spotify:user:itsbig_al,2020-11-09T01:46:02Z,"dance pop,hip pop,r&b,urban contemporary",0.606,0.699,8,-3.103,0,0.0337,0.343,0.00000189,0.0757,0.509,83.701,4
7kVu490RJwlnxebxTTYvKd,"3aQeKQSyrW4qWr35idm0cy,31TPClRtHm23RisEBtV3X7","Can't Believe It Remix (feat. Justin Timberlake)","Can't Believe It Remix (feat. Justin Timberlake)","T-Pain,Justin Timberlake",2008-12-05,320800,37,spotify:user:itsbig_al,2020-11-09T01:46:08Z,"dance pop,gangster rap,hip hop,pop rap,r&b,rap,southern hip hop,trap,urban contemporary,pop",0.414,0.427,1,-10.889,1,0.0705,0.00955,0.00000337,0.07,0.121,86.683,4
0v4150cKFLKaB56wSohF49,"3aQeKQSyrW4qWr35idm0cy","I'm Sprung 2","Rappa Ternt Sanga","T-Pain",2005,259839,0,spotify:user:itsbig_al,2020-11-09T01:46:32Z,"dance pop,gangster rap,hip hop,pop rap,r&b,rap,southern hip hop,trap,urban contemporary",0.755,0.473,0,-9.7,0,0.342,0.0883,0,0.189,0.41,100.029,4
0K7XjmTNFwQ2qwHn4MjlDx,"2sBv30RzdeMVPoBXbzjIo5,0EOoSsmM3oV2aoGL3Od3E3","No Better Love","Tough Luv","Young Gunz,Rell",2004-02-24,235906,43,spotify:user:itsbig_al,2020-11-09T01:46:36Z,"dirty south rap,philly rap",0.674,0.897,8,-3.053,1,0.259,0.181,0,0.195,0.525,91.194,4
0BcA0LiA9lpB4fHBbBBO50,"4jWzNq3sdzSpqn7BnzvIKn,4PlUxptvZ1Ja8dSW142OCh","Infatuated","534","Memphis Bleek,Boxie",2005-01-01,244760,46,spotify:user:itsbig_al,2020-11-09T01:46:39Z,"east coast hip hop",0.802,0.573,1,-3.956,1,0.218,0.169,0,0.0632,0.66,93.465,4
5aWlIXGEDzqQdIDRNxDQVA,"23zg3TcAtWQy7J6upgbUnj","What's a Man to Do","Here I Stand","USHER",2008-05-27,249920,45,spotify:user:itsbig_al,2020-11-09T01:46:43Z,"atl hip hop,contemporary r&b,dance pop,pop,r&b,rap,south carolina hip hop,urban contemporary",0.723,0.647,0,-5.786,0,0.125,0.0761,0,0.201,0.566,98.002,4
5JSa4nDr8l9CSmzDC5Qo8W,"1c70yCa8sRgIiQxl3HOEFo","Moment In Time","Unappreciated","Cherish",2006-01-01,184986,38,spotify:user:itsbig_al,2020-11-09T01:46:46Z,"atl hip hop,girl group,hip pop,r&b,southern hip hop,urban contemporary",0.608,0.326,2,-8.552,1,0.0324,0.857,0,0.0763,0.543,109.396,4
67yGTWcR72BZvsrSS2dHST,"1sBkRIssrMs1AbVkOJbc7a,2gBjLmx6zQnFGQJCAQpRgw,79OSA519ScnPY0MVDpu8ZV","Here I Am","Trilla","Rick Ross,Nelly,Avery Storm",2008-01-01,209546,1,spotify:user:itsbig_al,2020-11-09T01:48:12Z,"dirty south rap,gangster rap,hip hop,rap,southern hip hop,trap,dance pop,pop rap,st louis rap,urban contemporary",0.746,0.717,10,-5.788,0,0.127,0.189,0,0.0704,0.475,109.754,4
6tVUf0iGHpxmAWwp11I9eP,"21E3waRsmPlU7jZsS13rcj,36dgBtLAQduHE6Z2MGHdII","Stay","In My Own Words","Ne-Yo,Peedi Peedi",2006-01-01,232226,47,spotify:user:itsbig_al,2020-11-09T01:48:25Z,"dance pop,pop,r&b,urban contemporary",0.668,0.633,1,-6.906,1,0.133,0.00735,0,0.107,0.686,96.349,4
1boHm9rjmvzxpJASd9dnGK,"6vbY3hOaCAhC7VjucswgdS,5K4W6rqBFWDnAN6FQUkS6x,7LnaAXbDVIL75IVPnndf7w","Slow Jamz (feat. Kanye West & Jamie Foxx)","Kamikaze","Twista,Kanye West,Jamie Foxx",2004-01-27,212146,61,spotify:user:itsbig_al,2020-11-09T01:48:36Z,"chicago rap,dirty south rap,gangster rap,trap,hip hop,rap,contemporary r&b,hip pop,pop rap,r&b,southern hip hop,urban contemporary",0.561,0.764,2,-6.645,0,0.138,0.373,0,0.157,0.598,145.158,4
2k9cDkVumJEtoBASCPIiFw,"7zmk5lkmCMVvfvwF3H8FWC","Refill","Perfectly Imperfect","Elle Varner",2012-08-03,240133,46,spotify:user:itsbig_al,2020-11-09T01:48:44Z,"hip pop,neo soul,r&b,urban contemporary",0.425,0.536,0,-4.063,0,0.0336,0.0415,0,0.214,0.257,128.064,4
0mYYDj882nEd5qzldZJ39o,"21E3waRsmPlU7jZsS13rcj,5K4W6rqBFWDnAN6FQUkS6x","Because Of You - Remix","Because Of You (Remix feat. Kanye West)","Ne-Yo,Kanye West",2007-01-01,224506,45,spotify:user:itsbig_al,2020-11-09T01:48:47Z,"dance pop,pop,r&b,urban contemporary,chicago rap,hip hop,rap",0.836,0.538,10,-4.992,0,0.0332,0.381,0,0.103,0.78,109.983,4
1x4co3nrqL4kuiqYXh0nJk,"0YWxKQj2Go9CGHCp77UOyy,7Aq8lpLMSt1Zxu56pe9bmp","Trade It All (feat. Jagged Edge)","Ghetto Fabolous","Fabolous,Jagged Edge",2001,319760,41,spotify:user:itsbig_al,2020-11-09T01:49:20Z,"gangster rap,hip hop,pop rap,rap,trap,urban contemporary,atl hip hop,contemporary r&b,r&b",0.761,0.426,8,-8.124,0,0.356,0.0732,0,0.133,0.569,92.448,4
